X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,X_discretized,Y_discretized,FFMC_discretized,DMC_discretized,DC_discretized,ISI_discretized,temp_discretized,RH_discretized,wind_discretized,rain_discretized,area_discretized,X_z_score,Y_z_score,FFMC_z_score,DMC_z_score,DC_z_score,ISI_z_score,temp_z_score,RH_z_score,wind_z_score,rain_z_score,area_z_score,prediction
6,3,8,5,93.4,145.4,721.4,8.1,30.2,24,2.7,0.0,0.0,"(4.0, 7.0]","(1.999, 4.0]","(92.9, 96.2]","(142.4, 291.3]","(713.9, 860.6]","(6.5, 8.4]","(22.8, 33.3]","(14.999, 33.0]","(0.399, 2.7]","(-0.001, 6.4]","(-0.001, 0.52]",0.5437527699111445,-1.1096680200483042,0.49622998418326086,0.5438036594358153,0.7213577162930566,-0.19446908691586093,1.9478607063799396,-1.2283232294162967,-0.7594679080549854,-0.059610551796353606,-0.19596394553190136,8.991647331786544
6,3,8,6,93.5,149.3,728.6,8.1,22.8,39,3.6,0.0,0.0,"(4.0, 7.0]","(1.999, 4.0]","(92.9, 96.2]","(142.4, 291.3]","(713.9, 860.6]","(6.5, 8.4]","(19.3, 22.8]","(33.0, 42.0]","(2.7, 4.0]","(-0.001, 6.4]","(-0.001, 0.52]",0.5437527699111445,-1.1096680200483042,0.514322795551417,0.6043639972685312,0.7498911616076758,-0.19446908691586093,0.67454508085664,-0.3055821559586672,-0.2521532851265736,-0.059610551796353606,-0.19596394553190136,8.991647331786544
6,3,8,4,94.3,85.1,692.3,15.9,25.4,24,3.6,0.0,0.0,"(4.0, 7.0]","(1.999, 4.0]","(92.9, 96.2]","(68.6, 108.3]","(664.2, 713.9]","(10.8, 56.1]","(22.8, 33.3]","(14.999, 33.0]","(2.7, 4.0]","(-0.001, 6.4]","(-0.001, 0.52]",0.5437527699111445,-1.1096680200483042,0.659065286496674,-0.39255233320848265,0.6060350414798048,1.5067179450740966,1.1219262465810422,-1.2283232294162967,-0.2521532851265736,-0.059610551796353606,-0.19596394553190136,8.991647331786544
6,3,8,0,88.6,91.8,709.9,7.1,11.2,78,7.6,0.0,0.0,"(4.0, 7.0]","(1.999, 4.0]","(18.698999999999998, 90.2]","(68.6, 108.3]","(664.2, 713.9]","(6.5, 8.4]","(2.1990000000000003, 15.5]","(53.0, 100.0]","(4.9, 9.4]","(-0.001, 6.4]","(-0.001, 0.52]",0.5437527699111445,-1.1096680200483042,-0.3722249614882859,-0.28851277847022727,0.6757834633599846,-0.41256998845303494,-1.3214631969906951,2.0935446350311695,2.0025783723330344,-0.059610551796353606,-0.19596394553190136,8.991647331786544
6,3,8,6,91.7,75.6,718.3,7.8,17.7,39,3.6,0.0,0.0,"(4.0, 7.0]","(1.999, 4.0]","(91.6, 92.9]","(68.6, 108.3]","(713.9, 860.6]","(6.5, 8.4]","(15.5, 19.3]","(33.0, 42.0]","(2.7, 4.0]","(-0.001, 6.4]","(-0.001, 0.52]",0.5437527699111445,-1.1096680200483042,0.1886521909245883,-0.5400711048522775,0.7090724828937067,-0.2598993573770131,-0.2030102826796885,-0.3055821559586672,-0.2521532851265736,-0.059610551796353606,-0.19596394553190136,8.991647331786544
6,3,8,0,91.8,78.5,724.3,9.2,21.2,32,2.7,0.0,0.0,"(4.0, 7.0]","(1.999, 4.0]","(91.6, 92.9]","(68.6, 108.3]","(713.9, 860.6]","(8.4, 10.8]","(19.3, 22.8]","(14.999, 33.0]","(0.399, 2.7]","(-0.001, 6.4]","(-0.001, 0.52]",0.5437527699111445,-1.1096680200483042,0.20674500229274442,-0.49503905877154003,0.7328503539892225,0.045441904775030406,0.3992335942570074,-0.736194656905561,-0.7594679080549854,-0.059610551796353606,-0.19596394553190136,8.991647331786544
6,3,8,1,90.3,80.7,730.2,6.3,18.2,62,4.5,0.0,0.0,"(4.0, 7.0]","(1.999, 4.0]","(90.2, 91.6]","(68.6, 108.3]","(713.9, 860.6]","(-0.001, 6.5]","(15.5, 19.3]","(53.0, 100.0]","(4.0, 4.9]","(-0.001, 6.4]","(-0.001, 0.52]",0.5437527699111445,-1.1096680200483042,-0.06464716822961328,-0.46087681691718746,0.7562319272331467,-0.5870507096827741,-0.11697544311730336,1.109287490009698,0.25516133780183825,-0.059610551796353606,-0.19596394553190136,8.991647331786544
6,3,9,1,90.6,35.4,669.1,6.7,21.7,24,4.5,0.0,0.0,"(4.0, 7.0]","(1.999, 4.0]","(90.2, 91.6]","(1.0990000000000002, 68.6]","(664.2, 713.9]","(6.5, 8.4]","(19.3, 22.8]","(14.999, 33.0]","(4.0, 4.9]","(-0.001, 6.4]","(-0.001, 0.52]",0.5437527699111445,-1.1096680200483042,-0.010368734125142252,-1.1643084332818094,0.5140939399104774,-0.49981034906790445,0.4852684338193925,-1.2283232294162967,0.25516133780183825,-0.059610551796353606,-0.19596394553190136,8.991647331786544
7,4,9,4,90.0,41.5,682.6,8.7,11.3,60,5.4,0.0,0.0,"(4.0, 7.0]","(1.999, 4.0]","(18.698999999999998, 90.2]","(1.0990000000000002, 68.6]","(664.2, 713.9]","(8.4, 10.8]","(2.1990000000000003, 15.5]","(53.0, 100.0]","(4.9, 9.4]","(-0.001, 6.4]","(-0.001, 0.52]",0.9706333597685276,-0.2749962632580439,-0.11892560233408431,-1.069585853594741,0.5675941498753879,-0.0636085459935566,-1.3042562290782178,0.9862553468820142,0.7624759607302503,-0.059610551796353606,-0.19596394553190136,8.991647331786544
7,3,9,5,90.6,43.7,686.9,6.7,17.8,27,4.0,0.0,0.0,"(4.0, 7.0]","(1.999, 4.0]","(90.2, 91.6]","(1.0990000000000002, 68.6]","(664.2, 713.9]","(6.5, 8.4]","(15.5, 19.3]","(14.999, 33.0]","(2.7, 4.0]","(-0.001, 6.4]","(-0.001, 0.52]",0.9706333597685276,-1.1096680200483042,-0.010368734125142252,-1.0354236117403883,0.5846349574938408,-0.49981034906790445,-0.1858033147672112,-1.0437750147247709,-0.026680119380612804,-0.059610551796353606,-0.19596394553190136,8.991647331786544
4,4,2,1,88.1,25.7,67.6,3.8,14.1,43,2.7,0.0,0.0,"(3.0, 4.0]","(1.999, 4.0]","(18.698999999999998, 90.2]","(1.0990000000000002, 68.6]","(7.899, 437.7]","(-0.001, 6.5]","(2.1990000000000003, 15.5]","(42.0, 53.0]","(0.399, 2.7]","(-0.001, 6.4]","(-0.001, 0.52]",-0.3100084098036216,-0.2749962632580439,-0.4626890183290718,-1.3149328632759998,-1.8696376374149821,-1.1323029635257091,-0.8224611275288612,-0.05951786970329933,-0.7594679080549854,-0.059610551796353606,-0.19596394553190136,8.991647331786544
4,4,7,5,90.2,96.9,624.2,8.9,18.4,42,6.7,0.0,0.0,"(3.0, 4.0]","(1.999, 4.0]","(18.698999999999998, 90.2]","(68.6, 108.3]","(437.7, 664.2]","(8.4, 10.8]","(15.5, 19.3]","(33.0, 42.0]","(4.9, 9.4]","(-0.001, 6.4]","(-0.001, 0.52]",-0.3100084098036216,-0.2749962632580439,-0.08273997959776944,-0.2093184905351373,0.33615620454570083,-0.019988365686121567,-0.08256150729234943,-0.1210339412671413,1.4952637494046228,-0.059610551796353606,-0.19596394553190136,8.991647331786544
4,4,8,5,92.5,88.0,698.6,7.1,19.6,48,2.7,0.0,0.0,"(3.0, 4.0]","(1.999, 4.0]","(91.6, 92.9]","(68.6, 108.3]","(664.2, 713.9]","(6.5, 8.4]","(19.3, 22.8]","(42.0, 53.0]","(0.399, 2.7]","(-0.001, 6.4]","(-0.001, 0.52]",-0.3100084098036216,-0.2749962632580439,0.3333946818698452,-0.3475202871277452,0.6310018061300967,-0.41256998845303494,0.12392210765737535,0.24806248811591053,-0.7594679080549854,-0.059610551796353606,-0.19596394553190136,8.991647331786544
4,4,8,2,90.1,82.9,735.7,6.2,12.9,74,4.9,0.0,0.0,"(3.0, 4.0]","(1.999, 4.0]","(18.698999999999998, 90.2]","(68.6, 108.3]","(713.9, 860.6]","(-0.001, 6.5]","(2.1990000000000003, 15.5]","(53.0, 100.0]","(4.0, 4.9]","(-0.001, 6.4]","(-0.001, 0.52]",-0.3100084098036216,-0.2749962632580439,-0.10083279096592816,-0.42671457506283494,0.7780283090707029,-0.6088607998364914,-1.0289447424785854,1.8474803487758018,0.48063450354779924,-0.059610551796353606,-0.19596394553190136,8.991647331786544
5,6,8,2,94.3,85.1,692.3,15.9,25.9,24,4.0,0.0,0.0,"(4.0, 7.0]","(5.0, 9.0]","(92.9, 96.2]","(68.6, 108.3]","(664.2, 713.9]","(10.8, 56.1]","(22.8, 33.3]","(14.999, 33.0]","(2.7, 4.0]","(-0.001, 6.4]","(-0.001, 0.52]",0.11687218005376147,1.394347250322477,0.659065286496674,-0.39255233320848265,0.6060350414798048,1.5067179450740966,1.2079610861434273,-1.2283232294162967,-0.026680119380612804,-0.059610551796353606,-0.19596394553190136,8.991647331786544
5,6,8,0,90.9,126.5,686.5,7.0,14.7,70,3.6,0.0,0.0,"(4.0, 7.0]","(5.0, 9.0]","(90.2, 91.6]","(108.3, 142.4]","(664.2, 713.9]","(6.5, 8.4]","(2.1990000000000003, 15.5]","(53.0, 100.0]","(2.7, 4.0]","(-0.001, 6.4]","(-0.001, 0.52]",0.11687218005376147,1.394347250322477,0.04390969997933135,0.2503189453234234,0.583049766087473,-0.43438007860675226,-0.7192193200539992,1.601416062520434,-0.2521532851265736,-0.059610551796353606,-0.19596394553190136,8.991647331786544
6,6,6,0,94.2,62.3,442.9,11.0,23.0,36,3.1,0.0,0.0,"(4.0, 7.0]","(5.0, 9.0]","(92.9, 96.2]","(1.0990000000000002, 68.6]","(437.7, 664.2]","(10.8, 56.1]","(22.8, 33.3]","(33.0, 42.0]","(2.7, 4.0]","(-0.001, 6.4]","(-0.001, 0.52]",0.5437527699111445,1.394347250322477,0.6409724751285178,-0.7465973851535902,-0.3823318003904687,0.4380235275419438,0.7089590166815939,-0.4901303706501931,-0.5339947423090247,-0.059610551796353606,-0.19596394553190136,8.991647331786544
4,4,2,0,87.2,23.9,64.7,4.1,11.8,35,1.8,0.0,0.0,"(3.0, 4.0]","(1.999, 4.0]","(18.698999999999998, 90.2]","(1.0990000000000002, 68.6]","(7.899, 437.7]","(-0.001, 6.5]","(2.1990000000000003, 15.5]","(33.0, 42.0]","(0.399, 2.7]","(-0.001, 6.4]","(-0.001, 0.52]",-0.3100084098036216,-0.2749962632580439,-0.6255243206424849,-1.342883788429561,-1.8811302751111483,-1.066872693064557,-1.2182213895158327,-0.5516464422140351,-1.2667825309833973,-0.059610551796353606,-0.19596394553190136,8.991647331786544
4,4,2,0,87.6,52.2,103.8,5.0,11.0,46,5.8,0.0,0.0,"(3.0, 4.0]","(1.999, 4.0]","(18.698999999999998, 90.2]","(1.0990000000000002, 68.6]","(7.899, 437.7]","(-0.001, 6.5]","(2.1990000000000003, 15.5]","(42.0, 53.0]","(4.9, 9.4]","(-0.001, 6.4]","(-0.001, 0.52]",-0.3100084098036216,-0.2749962632580439,-0.5531530751698577,-0.903433131848572,-1.7261778151387035,-0.8705818816811003,-1.355877132815649,0.12503034498822657,0.9879491264762108,-0.059610551796353606,-0.19596394553190136,8.991647331786544
4,3,7,2,92.1,111.2,654.1,9.6,20.4,42,4.9,0.0,0.0,"(3.0, 4.0]","(1.999, 4.0]","(91.6, 92.9]","(108.3, 142.4]","(437.7, 664.2]","(8.4, 10.8]","(19.3, 22.8]","(33.0, 42.0]","(4.0, 4.9]","(-0.001, 6.4]","(-0.001, 0.52]",-0.3100084098036216,-1.1096680200483042,0.2610234363972155,0.012736081518153856,0.45464926217168783,0.13268226538990008,0.26157785095719105,-0.1210339412671413,0.48063450354779924,-0.059610551796353606,-0.19596394553190136,8.991647331786544
4,3,8,3,92.9,137.0,706.4,9.2,27.7,24,2.2,0.0,0.0,"(3.0, 4.0]","(1.999, 4.0]","(91.6, 92.9]","(108.3, 142.4]","(664.2, 713.9]","(8.4, 10.8]","(22.8, 33.3]","(14.999, 33.0]","(0.399, 2.7]","(-0.001, 6.4]","(-0.001, 0.52]",-0.3100084098036216,-1.1096680200483042,0.40576592734247496,0.41336600871919665,0.6619130385542671,0.045441904775030406,1.517686508568014,-1.2283232294162967,-1.0413093652374363,-0.059610551796353606,-0.19596394553190136,8.991647331786544
2,2,1,0,84.0,9.3,34.0,2.1,13.9,40,5.4,0.0,0.0,"(0.999, 3.0]","(1.999, 4.0]","(18.698999999999998, 90.2]","(1.0990000000000002, 68.6]","(7.899, 437.7]","(-0.001, 6.5]","(2.1990000000000003, 15.5]","(33.0, 42.0]","(4.9, 9.4]","(-0.001, 6.4]","(-0.001, 0.52]",-1.1637695895183877,-1.9443397768385648,-1.2044942844235151,-1.5695968480084457,-2.0027937155498705,-1.503074496138905,-0.8568750633538152,-0.24406608439482524,0.7624759607302503,-0.059610551796353606,-0.19596394553190136,8.991647331786544
