X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,X_discretized,Y_discretized,FFMC_discretized,DMC_discretized,DC_discretized,ISI_discretized,temp_discretized,RH_discretized,wind_discretized,rain_discretized,area_discretized,X_z_score,Y_z_score,FFMC_z_score,DMC_z_score,DC_z_score,ISI_z_score,temp_z_score,RH_z_score,wind_z_score,rain_z_score,area_z_score,prediction
6,5,8,0,90.9,126.5,686.5,7.0,21.3,42,2.2,0.0,0.0,"(4.0, 7.0]","(4.0, 5.0]","(90.2, 91.6]","(108.3, 142.4]","(664.2, 713.9]","(6.5, 8.4]","(19.3, 22.8]","(33.0, 42.0]","(0.399, 2.7]","(-0.001, 6.4]","(-0.001, 0.52]",0.5663280081293245,0.56546418286358,0.05556150380806846,0.26981624363913975,0.5698347828383168,-0.47099872986181746,0.4261393257821732,-0.1494190946466867,-0.9945799550769218,-0.07903156383822371,-0.19809932042602912,8.903381642512077
6,5,8,2,92.9,133.3,699.6,9.2,26.4,21,4.5,0.0,0.0,"(4.0, 7.0]","(4.0, 5.0]","(91.6, 92.9]","(108.3, 142.4]","(664.2, 713.9]","(8.4, 10.8]","(22.8, 33.3]","(14.999, 33.0]","(4.0, 4.9]","(-0.001, 6.4]","(-0.001, 0.52]",0.5663280081293245,0.56546418286358,0.3981149301154446,0.3765672364144763,0.6223499142304881,0.07339929445054713,1.3065214906123888,-1.4130860293337442,0.2604412922385365,-0.07903156383822371,-0.19809932042602912,8.903381642512077
6,5,8,4,93.3,141.2,713.9,13.9,22.9,44,5.4,0.0,0.0,"(4.0, 7.0]","(4.0, 5.0]","(92.9, 96.2]","(108.3, 142.4]","(664.2, 713.9]","(10.8, 56.1]","(22.8, 33.3]","(42.0, 53.0]","(4.9, 9.4]","(-0.001, 6.4]","(-0.001, 0.52]",0.5663280081293245,0.56546418286358,0.4666256153769183,0.5005867721387639,0.6796755920097284,1.2364314372996903,0.702337652003417,-0.029069862771728863,0.7515365629271943,-0.07903156383822371,-0.19809932042602912,8.903381642512077
5,5,2,5,91.7,35.8,80.8,7.8,15.1,27,5.4,0.0,0.0,"(4.0, 7.0]","(4.0, 5.0]","(91.6, 92.9]","(1.0990000000000002, 68.6]","(7.899, 437.7]","(6.5, 8.4]","(2.1990000000000003, 15.5]","(14.999, 33.0]","(4.9, 9.4]","(-0.001, 6.4]","(-0.001, 0.52]",0.13612654874301197,0.56546418286358,0.19258287433101842,-1.1540536158789503,-1.8582885060348229,-0.2730358119300485,-0.6441291883251483,-1.0520383337088706,0.7515365629271943,-0.07903156383822371,-0.19809932042602912,8.903381642512077
8,5,9,0,84.9,32.8,664.2,3.0,16.7,47,4.9,0.0,0.0,"(7.0, 9.0]","(4.0, 5.0]","(18.698999999999998, 90.2]","(1.0990000000000002, 68.6]","(437.7, 664.2]","(-0.001, 6.5]","(15.5, 19.3]","(42.0, 53.0]","(4.0, 4.9]","(-0.001, 6.4]","(-0.001, 0.52]",1.4267309269019497,0.56546418286358,-0.97209877511406,-1.2011496421033636,0.48043879581194915,-1.4608133195206625,-0.3679308621039042,0.1514539850407079,0.4787058569890512,-0.07903156383822371,-0.19809932042602912,8.903381642512077
6,4,3,5,86.3,27.4,97.1,5.1,9.3,44,4.5,0.0,0.0,"(4.0, 7.0]","(1.999, 4.0]","(18.698999999999998, 90.2]","(1.0990000000000002, 68.6]","(7.899, 437.7]","(-0.001, 6.5]","(2.1990000000000003, 15.5]","(42.0, 53.0]","(4.0, 4.9]","(-0.001, 6.4]","(-0.001, 0.52]",0.5663280081293245,-0.261751971572894,-0.7323113766988981,-1.2859224893073071,-1.7929452509438006,-0.9411606599497689,-1.6453481208771583,-0.029069862771728863,0.2604412922385365,-0.07903156383822371,-0.19809932042602912,8.903381642512077
5,4,8,0,91.8,78.5,724.3,9.2,19.1,38,2.7,0.0,0.0,"(4.0, 7.0]","(1.999, 4.0]","(91.6, 92.9]","(68.6, 108.3]","(713.9, 860.6]","(8.4, 10.8]","(15.5, 19.3]","(33.0, 42.0]","(0.399, 2.7]","(-0.001, 6.4]","(-0.001, 0.52]",0.13612654874301197,-0.261751971572894,0.20971054564638625,-0.4837201759514702,0.721366994030994,0.07339929445054713,0.04636662722796252,-0.3901175583966024,-0.7217492491387786,-0.07903156383822371,-0.19809932042602912,8.903381642512077
7,4,7,5,90.2,110.9,537.4,6.2,19.5,43,5.8,0.0,0.0,"(4.0, 7.0]","(1.999, 4.0]","(18.698999999999998, 90.2]","(108.3, 142.4]","(437.7, 664.2]","(-0.001, 6.5]","(19.3, 22.8]","(42.0, 53.0]","(4.9, 9.4]","(-0.001, 6.4]","(-0.001, 0.52]",0.9965294675156371,-0.261751971572894,-0.06433219539951367,0.024916907272191587,-0.027875605755021782,-0.6689616477935864,0.11541620878327333,-0.08924447870920779,0.9698011276777085,-0.07903156383822371,-0.19809932042602912,8.903381642512077
7,4,7,5,93.5,139.4,594.2,20.3,23.7,32,5.8,0.0,0.0,"(4.0, 7.0]","(1.999, 4.0]","(92.9, 96.2]","(108.3, 142.4]","(437.7, 664.2]","(10.8, 56.1]","(22.8, 33.3]","(14.999, 33.0]","(4.9, 9.4]","(-0.001, 6.4]","(-0.001, 0.52]",0.9965294675156371,-0.261751971572894,0.5008809580076564,0.47232915640411627,0.19982358989958363,2.8201347807538424,0.8404368151140392,-0.7511652540214759,0.9698011276777085,-0.07903156383822371,-0.19809932042602912,8.903381642512077
7,4,7,6,91.4,142.4,601.4,10.6,16.3,60,5.4,0.0,0.0,"(4.0, 7.0]","(1.999, 4.0]","(90.2, 91.6]","(108.3, 142.4]","(437.7, 664.2]","(8.4, 10.8]","(15.5, 19.3]","(53.0, 100.0]","(4.9, 9.4]","(-0.001, 6.4]","(-0.001, 0.52]",0.9965294675156371,-0.261751971572894,0.1411998603849125,0.5194251826285293,0.2286868682219981,0.419834400831143,-0.43698044365921496,0.9337239922279339,0.7515365629271943,-0.07903156383822371,-0.19809932042602912,8.903381642512077
7,4,8,4,92.4,117.9,668.0,12.2,19.0,34,5.8,0.0,0.0,"(4.0, 7.0]","(1.999, 4.0]","(91.6, 92.9]","(108.3, 142.4]","(664.2, 713.9]","(10.8, 56.1]","(15.5, 19.3]","(33.0, 42.0]","(4.9, 9.4]","(-0.001, 6.4]","(-0.001, 0.52]",0.9965294675156371,-0.261751971572894,0.31247657353860053,0.13480763512915553,0.4956721927043345,0.8157602366946809,0.02910423183913451,-0.6308160221465181,0.9698011276777085,-0.07903156383822371,-0.19809932042602912,8.903381642512077
7,4,8,0,90.9,126.5,686.5,7.0,19.4,48,1.3,0.0,0.0,"(4.0, 7.0]","(1.999, 4.0]","(90.2, 91.6]","(108.3, 142.4]","(664.2, 713.9]","(6.5, 8.4]","(19.3, 22.8]","(42.0, 53.0]","(0.399, 2.7]","(-0.001, 6.4]","(-0.001, 0.52]",0.9965294675156371,-0.261751971572894,0.05556150380806846,0.26981624363913975,0.5698347828383168,-0.47099872986181746,0.09815381339444532,0.21162860097818684,-1.4856752257655794,-0.07903156383822371,-0.19809932042602912,8.903381642512077
6,3,8,5,93.4,145.4,721.4,8.1,30.2,24,2.7,0.0,0.0,"(4.0, 7.0]","(1.999, 4.0]","(92.9, 96.2]","(142.4, 291.3]","(713.9, 860.6]","(6.5, 8.4]","(22.8, 33.3]","(14.999, 33.0]","(0.399, 2.7]","(-0.001, 6.4]","(-0.001, 0.52]",0.5663280081293245,-1.088968126009368,0.4837532866922886,0.5665212088529425,0.7097415069289104,-0.19879971770563515,1.9624925153878439,-1.2325621815213073,-0.7217492491387786,-0.07903156383822371,-0.19809932042602912,8.903381642512077
6,3,8,6,93.5,149.3,728.6,8.1,22.8,39,3.6,0.0,0.0,"(4.0, 7.0]","(1.999, 4.0]","(92.9, 96.2]","(142.4, 291.3]","(713.9, 860.6]","(6.5, 8.4]","(19.3, 22.8]","(33.0, 42.0]","(2.7, 4.0]","(-0.001, 6.4]","(-0.001, 0.52]",0.5663280081293245,-1.088968126009368,0.5008809580076564,0.6277460429446796,0.7386047852513253,-0.19879971770563515,0.6850752566145897,-0.3299429424591235,-0.23065397845012103,-0.07903156383822371,-0.19809932042602912,8.903381642512077
6,3,8,4,94.3,85.1,692.3,15.9,25.4,24,3.6,0.0,0.0,"(4.0, 7.0]","(1.999, 4.0]","(92.9, 96.2]","(68.6, 108.3]","(664.2, 713.9]","(10.8, 56.1]","(22.8, 33.3]","(14.999, 33.0]","(2.7, 4.0]","(-0.001, 6.4]","(-0.001, 0.52]",0.5663280081293245,-1.088968126009368,0.6379023285306064,-0.38010891825776144,0.593085757042484,1.7313387321291127,1.133897536724111,-1.2325621815213073,-0.23065397845012103,-0.07903156383822371,-0.19809932042602912,8.903381642512077
6,3,8,0,88.6,91.8,709.9,7.1,11.2,78,7.6,0.0,0.0,"(4.0, 7.0]","(1.999, 4.0]","(18.698999999999998, 90.2]","(68.6, 108.3]","(664.2, 713.9]","(6.5, 8.4]","(2.1990000000000003, 15.5]","(53.0, 100.0]","(4.9, 9.4]","(-0.001, 6.4]","(-0.001, 0.52]",0.5663280081293245,-1.088968126009368,-0.33837493644541605,-0.2749277930232388,0.6636404373861646,-0.4462533651203464,-1.3173626084894312,2.0168670791025547,1.9519916690550236,-0.07903156383822371,-0.19809932042602912,8.903381642512077
6,3,8,6,91.7,75.6,718.3,7.8,17.7,39,3.6,0.0,0.0,"(4.0, 7.0]","(1.999, 4.0]","(91.6, 92.9]","(68.6, 108.3]","(713.9, 860.6]","(6.5, 8.4]","(15.5, 19.3]","(33.0, 42.0]","(2.7, 4.0]","(-0.001, 6.4]","(-0.001, 0.52]",0.5663280081293245,-1.088968126009368,0.19258287433101842,-0.5292463346350696,0.6973142620956484,-0.2730358119300485,-0.19530690821562655,-0.3299429424591235,-0.23065397845012103,-0.07903156383822371,-0.19809932042602912,8.903381642512077
6,3,8,0,91.8,78.5,724.3,9.2,21.2,32,2.7,0.0,0.0,"(4.0, 7.0]","(1.999, 4.0]","(91.6, 92.9]","(68.6, 108.3]","(713.9, 860.6]","(8.4, 10.8]","(19.3, 22.8]","(14.999, 33.0]","(0.399, 2.7]","(-0.001, 6.4]","(-0.001, 0.52]",0.5663280081293245,-1.088968126009368,0.20971054564638625,-0.4837201759514702,0.721366994030994,0.07339929445054713,0.40887693039334516,-0.7511652540214759,-0.7217492491387786,-0.07903156383822371,-0.19809932042602912,8.903381642512077
6,3,8,1,90.3,80.7,730.2,6.3,18.2,62,4.5,0.0,0.0,"(4.0, 7.0]","(1.999, 4.0]","(90.2, 91.6]","(68.6, 108.3]","(713.9, 860.6]","(-0.001, 6.5]","(15.5, 19.3]","(53.0, 100.0]","(4.0, 4.9]","(-0.001, 6.4]","(-0.001, 0.52]",0.5663280081293245,-1.088968126009368,-0.047204524084145834,-0.4491830900535672,0.7450188471007508,-0.6442162830521154,-0.10899493127148772,1.0540732241028918,0.2604412922385365,-0.07903156383822371,-0.19809932042602912,8.903381642512077
6,3,9,1,90.6,35.4,669.1,6.7,21.7,24,4.5,0.0,0.0,"(4.0, 7.0]","(1.999, 4.0]","(90.2, 91.6]","(1.0990000000000002, 68.6]","(664.2, 713.9]","(6.5, 8.4]","(19.3, 22.8]","(14.999, 33.0]","(4.0, 4.9]","(-0.001, 6.4]","(-0.001, 0.52]",0.5663280081293245,-1.088968126009368,0.004178489861960095,-1.1603330860422056,0.5000818602258146,-0.5452348240862308,0.495188907337484,-1.2325621815213073,0.2604412922385365,-0.07903156383822371,-0.19809932042602912,8.903381642512077
7,4,9,4,90.0,41.5,682.6,8.7,11.3,60,5.4,0.0,0.0,"(4.0, 7.0]","(1.999, 4.0]","(18.698999999999998, 90.2]","(1.0990000000000002, 68.6]","(664.2, 713.9]","(8.4, 10.8]","(2.1990000000000003, 15.5]","(53.0, 100.0]","(4.9, 9.4]","(-0.001, 6.4]","(-0.001, 0.52]",0.9965294675156371,-0.261751971572894,-0.09858753803025176,-1.0645711660525654,0.5542005070803423,-0.050327529256808494,-1.3001002131006032,0.9337239922279339,0.7515365629271943,-0.07903156383822371,-0.19809932042602912,8.903381642512077
7,3,9,5,90.6,43.7,686.9,6.7,17.8,27,4.0,0.0,0.0,"(4.0, 7.0]","(1.999, 4.0]","(90.2, 91.6]","(1.0990000000000002, 68.6]","(664.2, 713.9]","(6.5, 8.4]","(15.5, 19.3]","(14.999, 33.0]","(2.7, 4.0]","(-0.001, 6.4]","(-0.001, 0.52]",0.9965294675156371,-1.088968126009368,0.004178489861960095,-1.0300340801546624,0.571438298300673,-0.5452348240862308,-0.17804451282679853,-1.0520383337088706,-0.012389413699606602,-0.07903156383822371,-0.19809932042602912,8.903381642512077
4,4,2,1,88.1,25.7,67.6,3.8,14.1,43,2.7,0.0,0.0,"(3.0, 4.0]","(1.999, 4.0]","(18.698999999999998, 90.2]","(1.0990000000000002, 68.6]","(7.899, 437.7]","(-0.001, 6.5]","(2.1990000000000003, 15.5]","(42.0, 53.0]","(0.399, 2.7]","(-0.001, 6.4]","(-0.001, 0.52]",-0.29407491064330055,-0.261751971572894,-0.42401329302226004,-1.3126102375011413,-1.9112045162925833,-1.2628504015888935,-0.816753142213426,-0.08924447870920779,-0.7217492491387786,-0.07903156383822371,-0.19809932042602912,8.903381642512077
4,4,7,1,94.8,108.3,647.1,17.0,16.6,54,5.4,0.0,0.0,"(3.0, 4.0]","(1.999, 4.0]","(92.9, 96.2]","(68.6, 108.3]","(437.7, 664.2]","(10.8, 56.1]","(15.5, 19.3]","(53.0, 100.0]","(4.9, 9.4]","(-0.001, 6.4]","(-0.001, 0.52]",-0.29407491064330055,-0.261751971572894,0.7235406851074504,-0.015899648788966585,0.41188850979621405,2.0035377442852953,-0.3851932574927316,0.5726762966030604,0.7515365629271943,-0.07903156383822371,-0.19809932042602912,8.903381642512077
4,4,8,5,92.5,88.0,698.6,7.1,19.6,48,2.7,0.0,0.0,"(3.0, 4.0]","(1.999, 4.0]","(91.6, 92.9]","(68.6, 108.3]","(664.2, 713.9]","(6.5, 8.4]","(19.3, 22.8]","(42.0, 53.0]","(0.399, 2.7]","(-0.001, 6.4]","(-0.001, 0.52]",-0.29407491064330055,-0.261751971572894,0.3296042448539684,-0.334582759574162,0.6183411255745972,-0.4462533651203464,0.13267860417210134,0.21162860097818684,-0.7217492491387786,-0.07903156383822371,-0.19809932042602912,8.903381642512077
4,4,8,2,90.1,82.9,735.7,6.2,12.9,74,4.9,0.0,0.0,"(3.0, 4.0]","(1.999, 4.0]","(18.698999999999998, 90.2]","(68.6, 108.3]","(713.9, 860.6]","(-0.001, 6.5]","(2.1990000000000003, 15.5]","(53.0, 100.0]","(4.0, 4.9]","(-0.001, 6.4]","(-0.001, 0.52]",-0.29407491064330055,-0.261751971572894,-0.08145986671488394,-0.4146460041556642,0.767067184708151,-0.6689616477935864,-1.023901886879359,1.7761686153526388,0.4787058569890512,-0.07903156383822371,-0.19809932042602912,8.903381642512077
5,6,8,2,94.3,85.1,692.3,15.9,25.9,24,4.0,0.0,0.0,"(4.0, 7.0]","(5.0, 9.0]","(92.9, 96.2]","(68.6, 108.3]","(664.2, 713.9]","(10.8, 56.1]","(22.8, 33.3]","(14.999, 33.0]","(2.7, 4.0]","(-0.001, 6.4]","(-0.001, 0.52]",0.13612654874301197,1.392680337300054,0.6379023285306064,-0.38010891825776144,0.593085757042484,1.7313387321291127,1.22020951366825,-1.2325621815213073,-0.012389413699606602,-0.07903156383822371,-0.19809932042602912,8.903381642512077
5,6,8,0,90.9,126.5,686.5,7.0,14.7,70,3.6,0.0,0.0,"(4.0, 7.0]","(5.0, 9.0]","(90.2, 91.6]","(108.3, 142.4]","(664.2, 713.9]","(6.5, 8.4]","(2.1990000000000003, 15.5]","(53.0, 100.0]","(2.7, 4.0]","(-0.001, 6.4]","(-0.001, 0.52]",0.13612654874301197,1.392680337300054,0.05556150380806846,0.26981624363913975,0.5698347828383168,-0.47099872986181746,-0.7131787698804595,1.5354701516027232,-0.23065397845012103,-0.07903156383822371,-0.19809932042602912,8.903381642512077
6,6,6,0,94.2,62.3,442.9,11.0,23.0,36,3.1,0.0,0.0,"(4.0, 7.0]","(5.0, 9.0]","(92.9, 96.2]","(1.0990000000000002, 68.6]","(437.7, 664.2]","(10.8, 56.1]","(22.8, 33.3]","(33.0, 42.0]","(2.7, 4.0]","(-0.001, 6.4]","(-0.001, 0.52]",0.5663280081293245,1.392680337300054,0.6207746572152386,-0.7380387175633011,-0.4067061337367152,0.5188158597970276,0.719600047392245,-0.5104667902715603,-0.5034846843882642,-0.07903156383822371,-0.19809932042602912,8.903381642512077
4,4,2,0,87.2,23.9,64.7,4.1,11.8,35,1.8,0.0,0.0,"(3.0, 4.0]","(1.999, 4.0]","(18.698999999999998, 90.2]","(1.0990000000000002, 68.6]","(7.899, 437.7]","(-0.001, 6.5]","(2.1990000000000003, 15.5]","(33.0, 42.0]","(0.399, 2.7]","(-0.001, 6.4]","(-0.001, 0.52]",-0.29407491064330055,-0.261751971572894,-0.5781623348605779,-1.3408678532357892,-1.922830003394667,-1.1886143073644801,-1.2137882361564643,-0.5706414062090391,-1.2128445198274365,-0.07903156383822371,-0.19809932042602912,8.903381642512077
4,4,2,0,87.6,52.2,103.8,5.0,11.0,46,5.8,0.0,0.0,"(3.0, 4.0]","(1.999, 4.0]","(18.698999999999998, 90.2]","(1.0990000000000002, 68.6]","(7.899, 437.7]","(-0.001, 6.5]","(2.1990000000000003, 15.5]","(42.0, 53.0]","(4.9, 9.4]","(-0.001, 6.4]","(-0.001, 0.52]",-0.29407491064330055,-0.261751971572894,-0.5096516495991041,-0.896595339185492,-1.7660863669493314,-0.96590602469124,-1.3518873992670866,0.09127936910322898,0.9698011276777085,-0.07903156383822371,-0.19809932042602912,8.903381642512077
4,4,8,3,92.9,137.0,706.4,9.2,20.8,17,1.3,0.0,0.0,"(3.0, 4.0]","(1.999, 4.0]","(91.6, 92.9]","(108.3, 142.4]","(664.2, 713.9]","(8.4, 10.8]","(19.3, 22.8]","(14.999, 33.0]","(0.399, 2.7]","(-0.001, 6.4]","(-0.001, 0.52]",-0.29407491064330055,-0.261751971572894,0.3981149301154446,0.43465233542458565,0.6496096770905463,0.07339929445054713,0.3398273488380344,-1.6537844930836598,-1.4856752257655794,-0.07903156383822371,-0.19809932042602912,8.903381642512077
4,3,7,6,90.2,99.6,631.2,6.3,21.5,34,2.2,0.0,0.0,"(3.0, 4.0]","(1.999, 4.0]","(18.698999999999998, 90.2]","(68.6, 108.3]","(437.7, 664.2]","(-0.001, 6.5]","(19.3, 22.8]","(33.0, 42.0]","(0.399, 2.7]","(-0.001, 6.4]","(-0.001, 0.52]",-0.29407491064330055,-1.088968126009368,-0.06433219539951367,-0.1524781248397647,0.34814877016754825,-0.6442162830521154,0.4606641165598286,-0.6308160221465181,-0.9945799550769218,-0.07903156383822371,-0.19809932042602912,8.903381642512077
4,3,7,2,92.1,111.2,654.1,9.6,20.4,42,4.9,0.0,0.0,"(3.0, 4.0]","(1.999, 4.0]","(91.6, 92.9]","(108.3, 142.4]","(437.7, 664.2]","(8.4, 10.8]","(19.3, 22.8]","(33.0, 42.0]","(4.0, 4.9]","(-0.001, 6.4]","(-0.001, 0.52]",-0.29407491064330055,-1.088968126009368,0.2610935595924922,0.029626509894632856,0.43995003038745056,0.17238075341643172,0.27077776728272296,-0.1494190946466867,0.4787058569890512,-0.07903156383822371,-0.19809932042602912,8.903381642512077
4,3,7,3,91.7,114.3,661.3,6.3,17.6,45,3.6,0.0,0.0,"(3.0, 4.0]","(1.999, 4.0]","(91.6, 92.9]","(108.3, 142.4]","(437.7, 664.2]","(-0.001, 6.5]","(15.5, 19.3]","(42.0, 53.0]","(2.7, 4.0]","(-0.001, 6.4]","(-0.001, 0.52]",-0.29407491064330055,-1.088968126009368,0.19258287433101842,0.07829240365985966,0.46881330870986504,-0.6442162830521154,-0.21256930360445395,0.03110475316575006,-0.23065397845012103,-0.07903156383822371,-0.19809932042602912,8.903381642512077
4,3,8,3,92.9,137.0,706.4,9.2,27.7,24,2.2,0.0,0.0,"(3.0, 4.0]","(1.999, 4.0]","(91.6, 92.9]","(108.3, 142.4]","(664.2, 713.9]","(8.4, 10.8]","(22.8, 33.3]","(14.999, 33.0]","(0.399, 2.7]","(-0.001, 6.4]","(-0.001, 0.52]",-0.29407491064330055,-1.088968126009368,0.3981149301154446,0.43465233542458565,0.6496096770905463,0.07339929445054713,1.5309326306671498,-1.2325621815213073,-0.9945799550769218,-0.07903156383822371,-0.19809932042602912,8.903381642512077
4,3,9,6,92.6,46.5,691.8,8.8,13.8,50,2.7,0.0,0.0,"(3.0, 4.0]","(1.999, 4.0]","(91.6, 92.9]","(1.0990000000000002, 68.6]","(664.2, 713.9]","(8.4, 10.8]","(2.1990000000000003, 15.5]","(42.0, 53.0]","(0.399, 2.7]","(-0.001, 6.4]","(-0.001, 0.52]",-0.29407491064330055,-1.088968126009368,0.34673191616933624,-0.9860777890118769,0.5910813627145386,-0.025582164515337017,-0.868540328379909,0.3319778328531447,-0.7217492491387786,-0.07903156383822371,-0.19809932042602912,8.903381642512077
2,2,1,0,84.0,9.3,34.0,2.1,13.9,40,5.4,0.0,0.0,"(0.999, 3.0]","(1.999, 4.0]","(18.698999999999998, 90.2]","(1.0990000000000002, 68.6]","(7.899, 437.7]","(-0.001, 6.5]","(2.1990000000000003, 15.5]","(33.0, 42.0]","(4.9, 9.4]","(-0.001, 6.4]","(-0.001, 0.52]",-1.1544778294159257,-1.916184280445842,-1.1262478169523802,-1.5700685141945996,-2.0458998151305186,-1.6835216021939028,-0.8512779329910813,-0.26976832652164456,0.7515365629271943,-0.07903156383822371,-0.19809932042602912,8.903381642512077
